"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Mother's Bridged Race"	"Mother's Bridged Race Code"	Births	% of Total Births	Total Population	Birth Rate	Female Population	Fertility Rate	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2008"	"2008"	"White"	"2106-3"	7723	0.12%	444176	17.39	92751	83.27	3340.39	26.64	38.77	38.56
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	74	0.00%	11079	6.68	2492	29.70	3405.12	26.55	38.95	38.56
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	495	0.01%	35842	13.81	8420	58.79	3174.95	28.67	38.47	38.22
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2009"	"2009"	"Black or African American"	"2054-5"	228	0.00%	19801	11.51	4234	53.85	3036.11	25.71	37.77	37.60
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2009"	"2009"	"White"	"2106-3"	7145	0.11%	444814	16.06	92095	77.58	3335.92	26.78	38.75	38.56
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	66	0.00%	11557	5.71	2606	25.33	3298.71	25.26	38.65	38.23
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	516	0.01%	36685	14.07	8585	60.10	3170.35	29.23	38.57	38.44
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2010"	"2010"	"Black or African American"	"2054-5"	235	0.00%	20129	11.67	4272	55.01	3235.82	26.10	38.40	38.27
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2010"	"2010"	"White"	"2106-3"	6989	0.11%	446082	15.67	92046	75.93	3349.66	27.04	38.74	38.60
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	64	0.00%	11997	5.33	2659	24.07	3380.22	26.28	38.97	38.70
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	548	0.01%	37462	14.63	8689	63.07	3129.05	28.85	38.34	38.28
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2011"	"2011"	"Black or African American"	"2054-5"	268	0.00%	20279	13.22	4252	63.03	3180.64	25.80	38.44	38.42
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2011"	"2011"	"White"	"2106-3"	6858	0.11%	448784	15.28	92085	74.47	3356.48	27.17	38.84	38.66
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	62	0.00%	12180	5.09	2687	23.07	3257.21	26.76	38.81	38.44
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	512	0.01%	38214	13.40	8961	57.14	3209.56	29.58	38.54	38.36
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2012"	"2012"	"Black or African American"	"2054-5"	244	0.00%	20121	12.13	4251	57.40	3162.93	26.59	38.43	38.35
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2012"	"2012"	"White"	"2106-3"	6773	0.10%	451211	15.01	92212	73.45	3361.68	27.15	38.88	38.67
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	65	0.00%	12123	5.36	2654	24.49	3409.26	26.35	39.49	38.82
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	516	0.01%	39169	13.17	9188	56.16	3224.20	29.68	38.69	38.51
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2013"	"2013"	"Black or African American"	"2054-5"	230	0.00%	20593	11.17	4411	52.14	3105.72	26.49	38.27	38.07
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2013"	"2013"	"White"	"2106-3"	6768	0.10%	453606	14.92	91810	73.72	3354.12	27.41	38.88	38.68
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	51	0.00%	12389	4.12	2698	18.90	3312.63	24.84	38.92	38.67
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	466	0.01%	40369	11.54	9329	49.95	3190.32	29.45	38.56	38.40
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2014"	"2014"	"Black or African American"	"2054-5"	247	0.00%	21150	11.68	4533	54.49	3170.68	26.06	38.62	38.43
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2014"	"2014"	"White"	"2106-3"	6747	0.10%	458089	14.73	92361	73.05	3356.54	27.70	38.87	38.70
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	69	0.00%	12582	5.48	2742	25.16	3210.81	26.26	38.90	38.40
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	516	0.01%	41569	12.41	9698	53.21	3123.62	30.24	38.42	38.20
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2015"	"2015"	"Black or African American"	"2054-5"	256	0.00%	21557	11.88	4610	55.53	3240.11	26.81	38.61	38.52
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2015"	"2015"	"White"	"2106-3"	6857	0.11%	462680	14.82	92803	73.89	3343.79	27.91	38.85	38.68
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	63	0.00%	12896	4.89	2815	22.38	3256.00	25.94	38.62	38.21
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	507	0.01%	40990	12.37	9288	54.59	3165.54	29.99	38.61	38.38
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2016"	"2016"	"Black or African American"	"2054-5"	261	0.00%	22239	11.74	4702	55.51	3260.33	27.24	38.78	38.69
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2016"	"2016"	"White"	"2106-3"	7031	0.11%	465435	15.11	93143	75.49	3337.95	28.04	38.84	38.66
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	55	0.00%	13154	4.18	2855	19.26	3338.49	27.78	38.29	38.29
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	520	0.01%	42443	12.25	9560	54.39	3168.53	30.88	38.46	38.35
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2017"	"2017"	"Black or African American"	"2054-5"	275	0.00%	22763	12.08	4766	57.70	3230.55	27.13	38.61	38.56
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2017"	"2017"	"White"	"2106-3"	6591	0.10%	469539	14.04	93933	70.17	3339.74	28.20	38.81	38.65
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	44	0.00%	13216	3.33	2847	15.45	3388.75	25.32	38.70	38.66
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	524	0.01%	42976	12.19	9464	55.37	3218.30	30.38	38.49	38.34
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2018"	"2018"	"Black or African American"	"2054-5"	283	0.00%	23099	12.25	4826	58.64	3173.41	28.00	38.45	38.39
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2018"	"2018"	"White"	"2106-3"	6513	0.10%	470524	13.84	93909	69.35	3349.96	28.42	38.78	38.63
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	49	0.00%	13327	3.68	2901	16.89	3346.78	29.84	37.96	38.22
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	518	0.01%	43472	11.92	9600	53.96	3177.52	31.30	38.19	38.13
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2019"	"2019"	"Black or African American"	"2054-5"	266	0.00%	23538	11.30	4957	53.66	3273.14	28.14	38.58	38.50
	"California"	"06"	"Stanislaus County, CA"	"06099"	"2019"	"2019"	"White"	"2106-3"	6569	0.10%	470323	13.97	93978	69.90	3352.00	28.62	38.80	38.63
	"California"	"06"	"Tulare County, CA"	"06107"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	80	0.00%	11556	6.92	2786	28.72	3323.24	24.38	38.76	38.85
	"California"	"06"	"Tulare County, CA"	"06107"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	291	0.00%	18247	15.95	4040	72.03	3110.10	26.03	38.59	38.48
	"California"	"06"	"Tulare County, CA"	"06107"	"2007"	"2007"	"Black or African American"	"2054-5"	131	0.00%	9786	13.39	2166	60.48	3206.63	24.38	38.82	38.65
	"California"	"06"	"Tulare County, CA"	"06107"	"2007"	"2007"	"White"	"2106-3"	8005	0.12%	382551	20.93	79746	100.38	3321.82	26.08	38.70	38.62
	"California"	"06"	"Tulare County, CA"	"06107"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	79	0.00%	12204	6.47	2836	27.86	3275.39	25.77	38.58	38.10
	"California"	"06"	"Tulare County, CA"	"06107"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	272	0.00%	18744	14.51	4163	65.34	3110.74	27.07	38.58	38.37
	"California"	"06"	"Tulare County, CA"	"06107"	"2008"	"2008"	"Black or African American"	"2054-5"	117	0.00%	10159	11.52	2212	52.89	3182.82	23.87	38.44	38.62
	"California"	"06"	"Tulare County, CA"	"06107"	"2008"	"2008"	"White"	"2106-3"	8067	0.12%	388176	20.78	80591	100.10	3330.14	26.10	38.74	38.60
	"California"	"06"	"Tulare County, CA"	"06107"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	74	0.00%	13078	5.66	3037	24.37	3343.73	25.22	39.05	38.84
	"California"	"06"	"Tulare County, CA"	"06107"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	316	0.00%	19343	16.34	4261	74.16	3130.38	27.38	38.56	38.25
	"California"	"06"	"Tulare County, CA"	"06107"	"2009"	"2009"	"Black or African American"	"2054-5"	120	0.00%	10585	11.34	2327	51.57	3065.96	25.46	37.75	38.28
	"California"	"06"	"Tulare County, CA"	"06107"	"2009"	"2009"	"White"	"2106-3"	7851	0.12%	393981	19.93	81499	96.33	3311.55	25.99	38.69	38.54
	"California"	"06"	"Tulare County, CA"	"06107"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	84	0.00%	13744	6.11	3071	27.35	3224.69	25.58	38.65	38.38
	"California"	"06"	"Tulare County, CA"	"06107"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	269	0.00%	19663	13.68	4333	62.08	3158.49	26.77	38.56	38.44
	"California"	"06"	"Tulare County, CA"	"06107"	"2010"	"2010"	"Black or African American"	"2054-5"	116	0.00%	11009	10.54	2383	48.68	3119.89	25.17	38.04	38.15
	"California"	"06"	"Tulare County, CA"	"06107"	"2010"	"2010"	"White"	"2106-3"	7686	0.12%	397763	19.32	82120	93.59	3326.49	26.28	38.73	38.57
	"California"	"06"	"Tulare County, CA"	"06107"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	70	0.00%	14440	4.85	3195	21.91	3408.81	25.21	38.70	38.81
	"California"	"06"	"Tulare County, CA"	"06107"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	258	0.00%	20060	12.86	4291	60.13	3157.90	26.94	38.57	38.27
	"California"	"06"	"Tulare County, CA"	"06107"	"2011"	"2011"	"Black or African American"	"2054-5"	130	0.00%	11421	11.38	2453	53.00	3162.65	25.03	38.26	38.35
	"California"	"06"	"Tulare County, CA"	"06107"	"2011"	"2011"	"White"	"2106-3"	7508	0.12%	403332	18.61	83082	90.37	3327.74	26.60	38.70	38.51
	"California"	"06"	"Tulare County, CA"	"06107"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	70	0.00%	14581	4.80	3253	21.52	3294.57	24.96	38.84	38.39
	"California"	"06"	"Tulare County, CA"	"06107"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	280	0.00%	20375	13.74	4413	63.45	3185.94	28.09	38.74	38.42
	"California"	"06"	"Tulare County, CA"	"06107"	"2012"	"2012"	"Black or African American"	"2054-5"	110	0.00%	11579	9.50	2480	44.35	3159.68	24.38	38.27	38.13
	"California"	"06"	"Tulare County, CA"	"06107"	"2012"	"2012"	"White"	"2106-3"	7540	0.12%	405442	18.60	83242	90.58	3345.99	26.75	38.80	38.57
	"California"	"06"	"Tulare County, CA"	"06107"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	83	0.00%	14461	5.74	3262	25.44	3316.34	24.92	38.60	38.66
	"California"	"06"	"Tulare County, CA"	"06107"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	263	0.00%	20524	12.81	4456	59.02	3159.00	28.67	38.39	38.26
	"California"	"06"	"Tulare County, CA"	"06107"	"2013"	"2013"	"Black or African American"	"2054-5"	104	0.00%	11735	8.86	2519	41.29	3192.89	25.44	38.64	38.49
	"California"	"06"	"Tulare County, CA"	"06107"	"2013"	"2013"	"White"	"2106-3"	7203	0.11%	407423	17.68	83496	86.27	3318.87	26.84	38.68	38.50
	"California"	"06"	"Tulare County, CA"	"06107"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	90	0.00%	14458	6.22	3240	27.78	3398.51	26.08	38.28	38.54
	"California"	"06"	"Tulare County, CA"	"06107"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	260	0.00%	20899	12.44	4550	57.14	3165.85	28.93	38.73	38.57
	"California"	"06"	"Tulare County, CA"	"06107"	"2014"	"2014"	"Black or African American"	"2054-5"	129	0.00%	11890	10.85	2557	50.45	3283.33	25.68	38.89	38.54
	"California"	"06"	"Tulare County, CA"	"06107"	"2014"	"2014"	"White"	"2106-3"	7161	0.11%	410951	17.43	84282	84.96	3327.26	27.06	38.69	38.51
	"California"	"06"	"Tulare County, CA"	"06107"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	73	0.00%	14567	5.01	3252	22.45	3236.86	26.81	38.08	38.00
	"California"	"06"	"Tulare County, CA"	"06107"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	235	0.00%	20961	11.21	4605	51.03	3211.45	28.81	38.65	38.43
	"California"	"06"	"Tulare County, CA"	"06107"	"2015"	"2015"	"Black or African American"	"2054-5"	112	0.00%	11989	9.34	2563	43.70	3079.60	26.14	37.84	37.81
	"California"	"06"	"Tulare County, CA"	"06107"	"2015"	"2015"	"White"	"2106-3"	6991	0.11%	412346	16.95	84576	82.66	3305.51	27.29	38.63	38.47
	"California"	"06"	"Tulare County, CA"	"06107"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	82	0.00%	14634	5.60	3299	24.86	3322.16	25.54	38.89	38.58
	"California"	"06"	"Tulare County, CA"	"06107"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	233	0.00%	20912	11.14	4548	51.23	3212.45	29.67	38.74	38.51
	"California"	"06"	"Tulare County, CA"	"06107"	"2016"	"2016"	"Black or African American"	"2054-5"	108	0.00%	11828	9.13	2570	42.02	3090.12	26.32	38.24	38.01
	"California"	"06"	"Tulare County, CA"	"06107"	"2016"	"2016"	"White"	"2106-3"	6723	0.10%	413063	16.28	84540	79.52	3313.24	27.45	38.69	38.49
	"California"	"06"	"Tulare County, CA"	"06107"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	89	0.00%	14735	6.04	3316	26.84	3223.55	26.30	38.22	38.04
	"California"	"06"	"Tulare County, CA"	"06107"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	252	0.00%	21150	11.91	4696	53.66	3217.67	29.83	38.65	38.26
	"California"	"06"	"Tulare County, CA"	"06107"	"2017"	"2017"	"Black or African American"	"2054-5"	106	0.00%	11979	8.85	2634	40.24	3128.92	26.49	38.34	38.43
	"California"	"06"	"Tulare County, CA"	"06107"	"2017"	"2017"	"White"	"2106-3"	6683	0.10%	416629	16.04	85102	78.53	3305.72	27.60	38.68	38.54
	"California"	"06"	"Tulare County, CA"	"06107"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	72	0.00%	14816	4.86	3376	21.33	3400.44	26.49	38.83	38.60
	"California"	"06"	"Tulare County, CA"	"06107"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	259	0.00%	21316	12.15	4757	54.45	3083.58	30.07	38.23	38.03
	"California"	"06"	"Tulare County, CA"	"06107"	"2018"	"2018"	"Black or African American"	"2054-5"	100	0.00%	12146	8.23	2683	37.27	2998.11	27.27	37.72	37.73
	"California"	"06"	"Tulare County, CA"	"06107"	"2018"	"2018"	"White"	"2106-3"	6474	0.10%	417583	15.50	85466	75.75	3316.66	27.75	38.73	38.53
	"California"	"06"	"Tulare County, CA"	"06107"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	69	0.00%	14866	4.64	3419	20.18	3398.22	27.94	39.10	38.84
	"California"	"06"	"Tulare County, CA"	"06107"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	298	0.00%	21299	13.99	4752	62.71	3134.09	30.22	38.63	38.31
	"California"	"06"	"Tulare County, CA"	"06107"	"2019"	"2019"	"Black or African American"	"2054-5"	114	0.00%	12111	9.41	2682	42.51	3171.56	27.62	38.25	38.25
	"California"	"06"	"Tulare County, CA"	"06107"	"2019"	"2019"	"White"	"2106-3"	6233	0.10%	417919	14.91	85929	72.54	3306.11	27.97	38.61	38.49
	"California"	"06"	"Ventura County, CA"	"06111"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	271	0.00%	14568	18.60	3477	77.94	3241.11	23.72	38.75	38.82
	"California"	"06"	"Ventura County, CA"	"06111"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	900	0.01%	62381	14.43	14284	63.01	3223.93	31.35	38.54	38.41
	"California"	"06"	"Ventura County, CA"	"06111"	"2007"	"2007"	"Black or African American"	"2054-5"	170	0.00%	19999	8.50	4287	39.65	3142.35	27.48	37.98	37.96
	"California"	"06"	"Ventura County, CA"	"06111"	"2007"	"2007"	"White"	"2106-3"	10857	0.17%	703079	15.44	141642	76.65	3321.78	27.95	38.63	38.56
	"California"	"06"	"Ventura County, CA"	"06111"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	246	0.00%	15719	15.65	3665	67.12	3271.76	23.67	39.10	39.11
	"California"	"06"	"Ventura County, CA"	"06111"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	875	0.01%	63872	13.70	14386	60.82	3185.83	31.21	38.48	38.30
	"California"	"06"	"Ventura County, CA"	"06111"	"2008"	"2008"	"Black or African American"	"2054-5"	166	0.00%	20390	8.14	4321	38.42	3132.13	28.27	38.06	37.89
	"California"	"06"	"Ventura County, CA"	"06111"	"2008"	"2008"	"White"	"2106-3"	10788	0.17%	706372	15.27	141119	76.45	3330.34	28.08	38.73	38.62
	"California"	"06"	"Ventura County, CA"	"06111"	"2009"	"2009"	"American Indian or Alaska Native"	"1002-5"	311	0.00%	16406	18.96	3873	80.30	3261.06	24.20	39.17	39.20
	"California"	"06"	"Ventura County, CA"	"06111"	"2009"	"2009"	"Asian or Pacific Islander"	"A-PI"	789	0.01%	65440	12.06	14514	54.36	3159.25	31.79	38.54	38.33
	"California"	"06"	"Ventura County, CA"	"06111"	"2009"	"2009"	"Black or African American"	"2054-5"	153	0.00%	20926	7.31	4414	34.66	3282.59	27.07	38.91	38.62
	"California"	"06"	"Ventura County, CA"	"06111"	"2009"	"2009"	"White"	"2106-3"	10107	0.16%	712358	14.19	141177	71.59	3338.23	27.97	38.81	38.70
	"California"	"06"	"Ventura County, CA"	"06111"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	275	0.00%	17067	16.11	4030	68.24	3278.56	24.47	38.99	39.04
	"California"	"06"	"Ventura County, CA"	"06111"	"2010"	"2010"	"Asian or Pacific Islander"	"A-PI"	821	0.01%	67091	12.24	14815	55.42	3175.89	31.60	38.61	38.41
	"California"	"06"	"Ventura County, CA"	"06111"	"2010"	"2010"	"Black or African American"	"2054-5"	168	0.00%	21387	7.86	4438	37.85	3205.21	27.85	38.66	38.60
	"California"	"06"	"Ventura County, CA"	"06111"	"2010"	"2010"	"White"	"2106-3"	9886	0.15%	717773	13.77	141311	69.96	3331.59	28.32	38.82	38.68
	"California"	"06"	"Ventura County, CA"	"06111"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	108	0.00%	17647	6.12	4080	26.47	3297.63	25.86	39.23	39.20
	"California"	"06"	"Ventura County, CA"	"06111"	"2011"	"2011"	"Asian or Pacific Islander"	"A-PI"	817	0.01%	68737	11.89	14916	54.77	3210.64	31.83	38.57	38.43
	"California"	"06"	"Ventura County, CA"	"06111"	"2011"	"2011"	"Black or African American"	"2054-5"	184	0.00%	22166	8.30	4515	40.75	3282.04	28.05	38.59	38.55
	"California"	"06"	"Ventura County, CA"	"06111"	"2011"	"2011"	"White"	"2106-3"	9547	0.15%	723221	13.20	141373	67.53	3335.14	28.38	38.80	38.69
	"California"	"06"	"Ventura County, CA"	"06111"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	96	0.00%	17669	5.43	4026	23.85	3347.44	27.91	38.93	38.96
	"California"	"06"	"Ventura County, CA"	"06111"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	837	0.01%	69982	11.96	15195	55.08	3161.84	32.07	38.43	38.31
	"California"	"06"	"Ventura County, CA"	"06111"	"2012"	"2012"	"Black or African American"	"2054-5"	187	0.00%	22139	8.45	4533	41.25	3183.95	28.13	38.44	38.25
	"California"	"06"	"Ventura County, CA"	"06111"	"2012"	"2012"	"White"	"2106-3"	9521	0.15%	726191	13.11	141156	67.45	3342.46	28.51	38.82	38.69
	"California"	"06"	"Ventura County, CA"	"06111"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	77	0.00%	18330	4.20	4076	18.89	3322.60	27.66	38.82	38.73
	"California"	"06"	"Ventura County, CA"	"06111"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	759	0.01%	70818	10.72	15264	49.72	3202.51	31.99	38.56	38.46
	"California"	"06"	"Ventura County, CA"	"06111"	"2013"	"2013"	"Black or African American"	"2054-5"	164	0.00%	22416	7.32	4559	35.97	3303.40	28.80	38.76	38.70
	"California"	"06"	"Ventura County, CA"	"06111"	"2013"	"2013"	"White"	"2106-3"	9446	0.15%	728056	12.97	140799	67.09	3330.61	28.75	38.79	38.66
	"California"	"06"	"Ventura County, CA"	"06111"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	54	0.00%	18410	2.93	4119	13.11	3240.17	28.76	38.83	38.59
	"California"	"06"	"Ventura County, CA"	"06111"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	772	0.01%	73091	10.56	15685	49.22	3195.60	32.02	38.52	38.40
	"California"	"06"	"Ventura County, CA"	"06111"	"2014"	"2014"	"Black or African American"	"2054-5"	172	0.00%	22723	7.57	4665	36.87	3198.99	28.52	38.70	38.64
	"California"	"06"	"Ventura County, CA"	"06111"	"2014"	"2014"	"White"	"2106-3"	9470	0.15%	731954	12.94	141128	67.10	3328.28	28.93	38.77	38.67
	"California"	"06"	"Ventura County, CA"	"06111"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	43	0.00%	18397	2.34	4038	10.65	3377.35	27.42	39.07	38.84
	"California"	"06"	"Ventura County, CA"	"06111"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	783	0.01%	74446	10.52	15898	49.25	3170.72	32.58	38.56	38.45
	"California"	"06"	"Ventura County, CA"	"06111"	"2015"	"2015"	"Black or African American"	"2054-5"	186	0.00%	23174	8.03	4744	39.21	3165.64	28.69	38.48	38.51
	"California"	"06"	"Ventura County, CA"	"06111"	"2015"	"2015"	"White"	"2106-3"	9048	0.14%	734519	12.32	140747	64.29	3342.23	29.30	38.79	38.71
	"California"	"06"	"Ventura County, CA"	"06111"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	46	0.00%	18323	2.51	4132	11.13	3332.35	28.65	38.83	38.72
	"California"	"06"	"Ventura County, CA"	"06111"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	736	0.01%	74763	9.84	15830	46.49	3206.86	32.04	38.59	38.48
	"California"	"06"	"Ventura County, CA"	"06111"	"2016"	"2016"	"Black or African American"	"2054-5"	147	0.00%	23336	6.30	4698	31.29	3180.58	28.43	38.60	38.57
	"California"	"06"	"Ventura County, CA"	"06111"	"2016"	"2016"	"White"	"2106-3"	8663	0.13%	733316	11.81	139231	62.22	3344.60	29.44	38.77	38.69
	"California"	"06"	"Ventura County, CA"	"06111"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	30	0.00%	18490	1.62	4149	7.23	3183.77	29.10	37.83	37.97
	"California"	"06"	"Ventura County, CA"	"06111"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	731	0.01%	76827	9.51	16437	44.47	3186.02	32.65	38.54	38.44
	"California"	"06"	"Ventura County, CA"	"06111"	"2017"	"2017"	"Black or African American"	"2054-5"	158	0.00%	23942	6.60	4842	32.63	3234.28	29.81	38.80	38.69
	"California"	"06"	"Ventura County, CA"	"06111"	"2017"	"2017"	"White"	"2106-3"	8399	0.13%	734964	11.43	139428	60.24	3342.01	29.67	38.79	38.69
	"California"	"06"	"Ventura County, CA"	"06111"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	37	0.00%	18565	1.99	4166	8.88	3454.51	30.22	38.97	38.97
	"California"	"06"	"Ventura County, CA"	"06111"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	738	0.01%	77102	9.57	16245	45.43	3165.12	32.82	38.48	38.38
	"California"	"06"	"Ventura County, CA"	"06111"	"2018"	"2018"	"Black or African American"	"2054-5"	181	0.00%	24391	7.42	4964	36.46	3264.51	30.04	38.56	38.56
	"California"	"06"	"Ventura County, CA"	"06111"	"2018"	"2018"	"White"	"2106-3"	8109	0.12%	730909	11.09	138227	58.66	3336.57	29.83	38.76	38.66
	"California"	"06"	"Ventura County, CA"	"06111"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	25	0.00%	18404	1.36	4154	6.02	3182.56	30.28	38.32	38.60
	"California"	"06"	"Ventura County, CA"	"06111"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	647	0.01%	76817	8.42	16038	40.34	3194.56	32.71	38.49	38.38
	"California"	"06"	"Ventura County, CA"	"06111"	"2019"	"2019"	"Black or African American"	"2054-5"	185	0.00%	24433	7.57	5005	36.96	3204.43	29.75	38.26	38.29
	"California"	"06"	"Ventura County, CA"	"06111"	"2019"	"2019"	"White"	"2106-3"	7879	0.12%	726352	10.85	137128	57.46	3313.60	30.05	38.62	38.58
	"California"	"06"	"Yolo County, CA"	"06113"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	26	0.00%	3872	6.71	974	26.69	3486.19	28.73	39.31	38.96
	"California"	"06"	"Yolo County, CA"	"06113"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	303	0.00%	28140	10.77	10046	30.16	3213.44	30.43	38.76	38.49
	"California"	"06"	"Yolo County, CA"	"06113"	"2007"	"2007"	"Black or African American"	"2054-5"	71	0.00%	6379	11.13	1629	43.59	3387.18	26.01	39.17	39.03
